"Binomial.Name","specialization_FAG","Class","Order","Family","Habitats_IUCN","specialization"
"Rupicapra rupicapra","generalist","Mammalia","Artiodactyla","Bovidae","Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Marginal]; Forest - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Shrubland - Temperate [Suitable]","generalist"
"Saxicola rubetra","generalist","Aves","Passeriformes","Muscicapidae","Grassland - Temperate [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Temperate [Suitable]; Shrubland - Boreal [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]","generalist"
"Saxicola torquatus","generalist","Aves","Passeriformes","Muscicapidae","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Forest - Boreal [Suitable]; Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt) [Suitable]","generalist"
"Sciurus anomalus","forest","Mammalia","Rodentia","Sciuridae","Forest - Temperate [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]","forest"
"Sciurus vulgaris","forest","Mammalia","Rodentia","Sciuridae","Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","forest"
"Scolopax rusticola","forest","Aves","Charadriiformes","Scolopacidae","Forest - Boreal [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","forest"
"Serinus serinus","generalist","Aves","Passeriformes","Fringillidae","Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]","generalist"
"Sicista betulina","forest","Mammalia","Rodentia","Dipodidae","Forest - Boreal [Suitable]; Grassland - Tundra [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]","forest"
"Sicista subtilis","agriculture","Mammalia","Rodentia","Dipodidae","Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]","agriculture"
"Sitta europaea","forest","Aves","Passeriformes","Sittidae","Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Boreal [Suitable]","forest"
"Sitta neumayer","generalist","Aves","Passeriformes","Sittidae","Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]","generalist"
"Somateria mollissima","generalist","Aves","Anseriformes","Anatidae","Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Pelagic [Marginal]; Marine Intertidal - Tidepools [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]","generalist"
"Somateria spectabilis","generalist","Aves","Anseriformes","Anatidae","Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Grassland - Tundra [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]","generalist"
"Sorex alpinus","generalist","Mammalia","Soricomorpha","Soricidae","Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]","generalist"
"Sorex antinorii","forest","Mammalia","Soricomorpha","Soricidae","Wetlands (inland) - Shrub Dominated Wetlands [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]","forest"
"Sorex araneus","generalist","Mammalia","Soricomorpha","Soricidae","Marine Coastal/Supratidal - Coastal Sand Dunes [Marginal]; Artificial/Terrestrial - Arable Land [Marginal]; Artificial/Terrestrial - Pastureland [Marginal]; Shrubland - Temperate [Marginal]; Forest - Boreal [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]","generalist"
"Sorex caecutiens","forest","Mammalia","Soricomorpha","Soricidae","Shrubland - Subarctic [Suitable]; Shrubland - Boreal [Suitable]; Forest - Boreal [Suitable]; Forest - Subarctic [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Shrub Dominated Wetlands [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]","forest"
"Sorex coronatus","generalist","Mammalia","Soricomorpha","Soricidae","Shrubland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Marginal]","generalist"
"Sorex granarius","generalist","Mammalia","Soricomorpha","Soricidae","Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Temperate [Suitable]; Forest - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","generalist"
"Sorex isodon","forest","Mammalia","Soricomorpha","Soricidae","Shrubland - Boreal [Marginal]; Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]","forest"
"Sorex minutissimus","forest","Mammalia","Soricomorpha","Soricidae","Forest - Boreal [Suitable]; Forest - Subarctic [Suitable]; Forest - Temperate [Suitable]; Shrubland - Boreal [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]","forest"
"Sorex minutus","generalist","Mammalia","Soricomorpha","Soricidae","Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Boreal [Suitable]; Shrubland - Temperate [Suitable]; Forest - Boreal [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]","generalist"
"Sorex samniticus","forest","Mammalia","Soricomorpha","Soricidae","Shrubland - Temperate [Suitable]; Forest - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]","forest"
"Spalax graecus","generalist","Mammalia","Rodentia","Spalacidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]","generalist"
"Spalax zemni","generalist","Mammalia","Rodentia","Spalacidae","Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","generalist"
"Spatula clypeata","agriculture","Aves","Anseriformes","Anatidae","Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]","agriculture"
"Spatula cyanoptera","generalist","Aves","Anseriformes","Anatidae","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]","generalist"
"Spatula discors","generalist","Aves","Anseriformes","Anatidae","Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Grassland - Temperate [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]","generalist"
"Spatula querquedula","generalist","Aves","Anseriformes","Anatidae","Marine Neritic - Estuaries [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Wetlands (inland) - Permanent Inland Deltas [Suitable]","generalist"
"Spermophilus citellus","agriculture","Mammalia","Rodentia","Sciuridae","Artificial/Terrestrial - Rural Gardens [Marginal]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]","agriculture"
"Spermophilus suslicus","agriculture","Mammalia","Rodentia","Sciuridae","Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Marginal]","agriculture"
"Spilopelia senegalensis","agriculture","Aves","Columbiformes","Columbidae","Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]","agriculture"
"Spinus spinus","forest","Aves","Passeriformes","Fringillidae","Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Temperate [Suitable]; Forest - Boreal [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Boreal [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","forest"
"Stenocranius gregalis","agriculture","Mammalia","Rodentia","Cricetidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Other [Suitable]; Grassland - Tundra [Suitable]; Grassland - Subarctic [Suitable]; Grassland - Temperate [Suitable]","agriculture"
"Stercorarius longicaudus","generalist","Aves","Charadriiformes","Stercorariidae","Marine Neritic - Subtidal Sandy-Mud [Suitable]; Grassland - Tundra [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]","generalist"
"Stercorarius parasiticus","generalist","Aves","Charadriiformes","Stercorariidae","Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Grassland - Tundra [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]","generalist"
"Stercorarius pomarinus","generalist","Aves","Charadriiformes","Stercorariidae","Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Grassland - Tundra [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]","generalist"
"Sterna dougallii","generalist","Aves","Charadriiformes","Laridae","Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Oceanic - Mesopelagic (200-1000m) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Marginal]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]","generalist"
"Sterna hirundo","generalist","Aves","Charadriiformes","Laridae","Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Pelagic [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]","generalist"
"Sterna paradisaea","generalist","Aves","Charadriiformes","Laridae","Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Grassland - Tundra [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Pelagic [Suitable]","generalist"
"Sternula albifrons","generalist","Aves","Charadriiformes","Laridae","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Pelagic [Marginal]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]","generalist"
"Streptopelia decaocto","generalist","Aves","Columbiformes","Columbidae","Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Boreal [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Shrubland - Boreal [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Temperate [Suitable]","generalist"
"Streptopelia roseogrisea","agriculture","Aves","Columbiformes","Columbidae","Desert - Hot [Suitable]; Desert - Hot [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Savanna - Dry [Suitable]; Savanna - Dry [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","agriculture"
"Streptopelia turtur","generalist","Aves","Columbiformes","Columbidae","Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Boreal [Suitable]; Shrubland - Temperate [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","generalist"
"Strix aluco","generalist","Aves","Strigiformes","Strigidae","Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Boreal [Suitable]; Shrubland - Boreal [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]","generalist"
"Strix nebulosa","generalist","Aves","Strigiformes","Strigidae","Artificial/Terrestrial - Pastureland [Marginal]; Shrubland - Boreal [Suitable]; Forest - Boreal [Suitable]; Grassland - Subarctic [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]","generalist"
"Strix uralensis","generalist","Aves","Strigiformes","Strigidae","Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]","generalist"
"Sturnus unicolor","agriculture","Aves","Passeriformes","Sturnidae","Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Grassland - Temperate [Suitable]","agriculture"
"Sturnus vulgaris","generalist","Aves","Passeriformes","Sturnidae","Artificial/Terrestrial - Arable Land [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Temperate [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]","generalist"
"Suncus etruscus","generalist","Mammalia","Soricomorpha","Soricidae","Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Arable Land [Marginal]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Marginal]; Artificial/Terrestrial - Rural Gardens [Marginal]; Artificial/Terrestrial - Urban Areas [Unknown]; Shrubland - Subtropical/Tropical Dry [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]; Forest - Subtropical/Tropical Moist Lowland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Marginal]; Desert [Suitable]; Forest - Temperate [Marginal]; Forest - Subtropical/Tropical Dry [Suitable]","generalist"
"Surnia ulula","generalist","Aves","Strigiformes","Strigidae","Artificial/Terrestrial - Arable Land [Marginal]; Shrubland - Boreal [Suitable]; Forest - Boreal [Suitable]; Grassland - Tundra [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]","generalist"
"Sus scrofa","generalist","Mammalia","Artiodactyla","Suidae","Forest - Temperate [Suitable]; Forest - Boreal [Marginal]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Plantations [Marginal]; Artificial/Terrestrial - Rural Gardens [Marginal]; Artificial/Terrestrial - Urban Areas [Marginal]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]","generalist"
"Suthora alphonsiana","forest","Aves","Passeriformes","Sylviidae","Forest - Subtropical/Tropical Swamp [Suitable]; Grassland - Subtropical/Tropical High Altitude [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Subtropical/Tropical High Altitude [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]","forest"
